sample_idx,true_label,pred_label,prob_Center,prob_Donut,prob_Edge-Loc,prob_Edge-Ring,prob_Loc,prob_Near-full,prob_Random,prob_Scratch
0,Loc,Edge-Loc,7.331701200989019e-13,0.00028343116490716887,0.7038752143310408,1.022849042781937e-12,0.04074304502932612,3.6726664972725326e-29,1.3930331622206452e-11,0.25509830945903955
1,Edge-Loc,Edge-Loc,0.0003941246707395752,5.706495951282557e-06,0.93016971406083,0.007304396984621505,0.0001769414875793948,8.496312286325869e-26,1.0893206219097352e-07,0.061949007368216166
2,Edge-Loc,Edge-Loc,0.00026372101150554117,1.5155133733268644e-05,0.881021627412535,0.0007381069846389838,0.00029811376571772287,8.460890012004474e-24,3.1451231333074747e-07,0.11766296117955634
3,Edge-Loc,Edge-Loc,0.00019420458052496394,2.97099474118751e-06,0.8893695751835479,6.562090712902435e-05,0.0002811921027232542,2.387031445590842e-25,1.3456461919505777e-07,0.11008630166671449
4,Edge-Loc,Edge-Loc,3.2366230149213517e-08,1.1974725343024365e-05,0.9511404141678278,1.5082750184711271e-05,0.00047384277471420173,2.320374607144256e-29,2.2828485173293517e-10,0.04835865298741514
5,Loc,Center,0.9978668104757781,5.052791824317212e-06,1.1383608462329792e-06,2.7867164192464855e-15,0.0007420058058264451,2.1692231881752032e-30,1.6488753207139483e-07,0.0013848276781900156
6,Edge-Loc,Edge-Loc,1.6614188853959013e-07,1.666803020381242e-05,0.9392233100729446,3.44276452999647e-06,0.00048393650423509803,2.4834909114182204e-24,1.2023225155584962e-08,0.060272464462972984
7,Edge-Loc,Edge-Loc,0.0007668051732413845,5.0557799286882405e-05,0.8021736468183016,4.8787971723576745e-05,0.0010227770545449182,4.967109308656123e-22,6.176382967921812e-06,0.19593124879993357
8,Edge-Loc,Edge-Loc,9.063503237147303e-05,1.647688543745472e-05,0.8502332919941155,0.07576724470295014,0.00017623908250930708,3.435041882525692e-26,1.0411377808864101e-07,0.07371600818883815
9,Center,Center,0.9999978550956264,2.138671362286255e-12,9.35274804562585e-12,7.573542643948202e-23,1.574134035879744e-07,1.8643794897855926e-43,1.4030688665557082e-15,1.9874794773160577e-06
10,Loc,Edge-Loc,0.0009182257174811765,0.000495640062091402,0.6976047889486929,0.047209818694315404,0.0009477083048465468,3.50919967364058e-23,7.584442907055509e-06,0.25281623382966545
11,Edge-Loc,Edge-Loc,0.01936351829589309,8.76095620379271e-05,0.798127800460372,0.009790168524746826,0.000578256236794048,4.204604035300175e-23,1.3496801522928343e-05,0.17203915011863324
12,Center,Center,0.9999933146506579,1.1204688971820002e-09,5.899483956502226e-10,2.0709752664520102e-19,5.205618254132955e-07,8.030561714754578e-42,2.0994970733630964e-12,6.1630750001506536e-06
13,Loc,Edge-Loc,0.0036167981363205556,0.013126399916517682,0.4702535977121254,0.0540030285874889,0.0016523528897390732,9.506734168386487e-24,0.00015076007598205642,0.45719706268182625
14,Edge-Ring,Edge-Loc,2.3133479694955606e-05,1.8101444351288856e-05,0.6593383672677888,0.3134629669415859,0.00011773513424670189,6.957253636049056e-29,9.206318420868707e-08,0.02703960366914824
15,Scratch,Scratch,0.005649285170643122,0.0932462311780342,0.22315493433673245,0.021745900742356203,0.002259263686334994,1.864033695542104e-24,0.0010696426539464606,0.6528747422319525
16,Edge-Ring,Edge-Ring,0.015066883287430177,0.00022400231889977863,0.19570989861642848,0.7852544666855112,4.65078372108438e-05,3.438946682372376e-16,0.0018177849519273436,0.0018804563025919014
17,Edge-Loc,Edge-Loc,0.0134061903232743,0.0072485469999179755,0.8529728354954909,0.04566146285080548,0.0010076649079381512,4.1611586012718494e-16,0.0017609680703633765,0.07794233135220949
18,Edge-Loc,Edge-Loc,0.008834437918491428,0.020485448883588928,0.926670819612985,0.005618768750392892,0.0011515887667087256,3.1409810133487734e-14,0.0011276470710078201,0.036111288996793514
19,Edge-Loc,Edge-Loc,0.13928442318699938,0.024775958779494338,0.7203477320075509,0.029097236925307052,0.0007499508554724871,4.459665377756577e-11,0.07594366730282345,0.009801030897755934
20,Edge-Loc,Edge-Loc,0.005169116780273757,0.009447321737046203,0.8846296146179731,5.164003740132556e-05,0.00027795713391924094,1.0522600766562386e-08,0.10041207221958744,1.22669511979625e-05
21,Edge-Loc,Edge-Loc,0.008646532147020044,0.005606823699317901,0.9145841451342934,0.010077647456403478,0.0009738593072645817,3.823245979410764e-16,0.0005525886547008597,0.05955840360099941
22,Edge-Loc,Edge-Loc,0.01833529251364403,0.013325979994046888,0.8173173831714967,0.11202650243839954,0.0007827950268276913,3.3313753798556922e-15,0.007235338074036635,0.030976708781545174
23,Edge-Loc,Edge-Loc,0.15557013380386045,0.03173212610976264,0.4906694791408694,0.04257462277848258,0.00033401783444686294,3.049585620216383e-10,0.2773968678654657,0.0017227521621537658
24,Scratch,Edge-Loc,0.06887870806780923,0.007356262870205464,0.6037046988694273,0.25212983189490995,0.0007855412644479826,7.470486922696668e-16,0.008295429509608244,0.05884952752359099
25,Random,Random,0.046615691668267595,0.0010144482554253717,0.009619685377356971,0.00011494396510977771,3.3986358070339626e-06,7.937518071154399e-08,0.9426311820197916,5.707030609566702e-07
26,Center,Center,0.904789061469569,0.015280531324729691,0.010804437289084605,0.0001499084031679952,0.0008318441072344571,1.0017032336795704e-14,0.05823308031612439,0.009911137090079937
27,Loc,Center,0.5408638966658962,0.08326526087887089,0.05954721720164374,0.0009813122801843668,0.0030840560937853813,1.656929879044807e-16,0.10054694094462546,0.21171131593499376
28,Edge-Loc,Edge-Loc,0.018208664864929947,0.004304712835810189,0.9272249660614703,0.03988610607171185,0.0003405691774038258,1.1793062296590552e-12,0.0059641256396824665,0.004070855347811931
29,Loc,Edge-Ring,0.31277276461077475,0.04592294686630278,0.07888317127054657,0.33997572636536066,0.0005975037086626111,6.258300723237683e-18,0.13164192550982573,0.09020596166852675
30,Center,Center,0.9819039554335903,0.00014711208348317916,0.004652399437673569,3.686632311294845e-05,0.00023387809145928006,4.1247392890911536e-19,0.0003670425564914115,0.012658746074189233
31,Scratch,Center,0.9172951731948089,0.008115771103054304,0.017505322829214895,0.0005885988315153395,0.0008114759815074705,2.4176621607184594e-16,0.03264408646199982,0.023039571597899135
32,Edge-Loc,Edge-Loc,0.023913847080526948,0.0058939551464150235,0.8351305927350259,0.00738385867311763,0.0012670558459117003,6.070415936640304e-16,0.0012801297555181676,0.1251305607634841
33,Edge-Loc,Edge-Loc,0.022239761063802935,0.0016221239580336676,0.608138560200092,0.3516923632454226,0.00033235833695718974,3.932338497981911e-16,0.00134959011298408,0.014625243082707132
34,Loc,Edge-Loc,0.12091398075858593,0.0701149109159937,0.6507094966051248,0.027157233418371018,0.001728307292386843,4.595367061851678e-12,0.07752215922481548,0.05185391178012686
35,Edge-Loc,Edge-Loc,0.018669673293621777,0.016416526859966734,0.7551609372966781,0.00693628185018755,0.0027225395135352173,5.594876388131751e-15,0.004638458556530454,0.19545558262947457
36,Center,Center,0.9671081633975762,0.005998016117752694,0.002882624527066325,1.20918413513975e-06,0.0010249684281064275,5.461691436857076e-17,0.00622249596581438,0.016762522379548884
37,Near-full,Near-full,6.513118358238916e-13,1.3066670984174499e-12,5.380424489815326e-12,2.368450203937801e-33,2.255221794044844e-19,0.9996190294897511,0.0003809705029103671,5.860058005281741e-32
38,Edge-Loc,Edge-Loc,0.12862321389276268,0.028724225729946092,0.6557795916604666,0.07214972797994847,0.0002825567592498704,5.915007211481698e-13,0.1123782835685353,0.0020624004084994706
39,Random,Random,0.0025712803703026718,0.004524758415452936,0.007470503049172056,1.7405674043773227e-09,3.1612887769945256e-07,0.004349128736690326,0.9810840114702235,8.871353978831342e-11
40,Edge-Loc,Center,0.45332597102471484,0.05778592973952775,0.1579468188409589,0.09456200593664275,0.0013461445925201368,5.255964306216108e-16,0.17599221245399824,0.05904091741163687
41,Loc,Edge-Loc,0.031188869200978832,0.00846215883916716,0.8309586289161016,0.06624936067104392,0.0008834285024181928,6.171857213128902e-15,0.003863787368703047,0.058393766501581214
