sample_idx,true_label,pred_label,prob_Center,prob_Donut,prob_Edge-Loc,prob_Edge-Ring,prob_Loc,prob_Near-full,prob_Random,prob_Scratch
0,Loc,Loc,0.0004129389703269434,0.0005893857577732785,0.0606196027894706,0.0002804763553501098,0.8270569429372495,0.00024513919460263534,0.00047311164094658516,0.11032240235428022
1,Edge-Loc,Edge-Loc,0.0007043203229918584,2.462392967226235e-05,0.909123984944579,0.01120084641264873,0.034992655181585966,1.1312614225127558e-05,3.8233572046414386e-05,0.043904023022250556
2,Edge-Loc,Edge-Loc,0.0007279351657945734,3.138455461544341e-05,0.8537515496131287,0.0018420199153745982,0.07441950935087348,1.7765352885727838e-05,2.8513395219980484e-05,0.06918132265210748
3,Edge-Loc,Edge-Loc,0.000753497723156055,7.17270721630922e-06,0.9345283819602289,0.002731170821492943,0.03572687729142488,4.2248451148815865e-06,6.210669601291045e-05,0.026186567955352784
4,Edge-Loc,Edge-Loc,3.899340411090094e-05,1.6903385711273234e-05,0.8987650961413081,0.0019717168073027443,0.07854805586853154,3.998412166063494e-06,6.931195099899603e-06,0.02064830478576955
5,Loc,Center,0.5538825083607541,0.00010885464073405706,0.0021665285386466672,6.516035482566027e-06,0.4356045554841857,1.4289294152656187e-05,0.0006395574733246441,0.007577190172719259
6,Edge-Loc,Edge-Loc,5.402483251786028e-06,1.0517264311379444e-05,0.8857367107092613,0.0005755474382775291,0.09812377028835358,2.804179354385007e-06,4.299456811832996e-05,0.015502253069072035
7,Edge-Loc,Edge-Loc,0.0010801548286001035,1.7477956659776206e-05,0.8485724034361773,0.0008938204724918109,0.1236374451573213,1.1157324343988774e-05,0.00015480600722760839,0.02563273481717834
8,Edge-Loc,Edge-Loc,6.384834634404458e-05,8.987817216306249e-05,0.9161481848489923,0.020732167514371805,0.03979551692514117,9.140466848291677e-06,1.4904156979365594e-05,0.0231463595691599
9,Center,Center,0.9964845088626076,1.916588354736953e-06,5.289371388729403e-06,2.8583945353891843e-06,0.0033642832765129723,2.9573106250339184e-07,4.183541925798654e-08,0.00014080594011844547
10,Loc,Scratch,0.00033554263309653644,0.00019202613756307362,0.4454384315314081,0.004931268001640321,0.27640718712631135,0.00011087762400257951,0.00015677720453907018,0.27242788974143894
11,Edge-Loc,Edge-Loc,0.0064980960229864505,2.94197652284583e-05,0.8034832375228446,0.0055200865884834464,0.10206699656300036,1.4265106328056746e-05,7.507516819025013e-05,0.08231282326293798
12,Center,Center,0.9993772506133342,4.027326772052801e-07,2.9972756518867427e-07,8.890398819490724e-08,0.0005803036417647083,8.908290694284943e-07,8.954432519410759e-08,4.0674007275611825e-05
13,Loc,Scratch,0.00024821226601941455,0.004199771374180371,0.09545985320084778,0.0020301723244673738,0.48992586041781244,2.0508346270086908e-05,4.859962893844223e-05,0.4080670224414642
14,Edge-Ring,Edge-Loc,2.766807634902699e-05,4.460849088123691e-05,0.7620566244298836,0.22380127902515565,0.011094026796075062,5.339752306714037e-06,6.375519833265016e-06,0.002964077909515683
15,Scratch,Scratch,7.6051727391244e-05,0.0008034152516674561,0.03104719479201843,0.0008152758549285689,0.4869855866069893,2.1522820600544704e-05,7.812942731565778e-05,0.48017282351908913
16,Edge-Ring,Edge-Ring,0.00011664761803342931,0.00016871827757677457,0.12937516655790357,0.8681489467917718,0.0011379616997109416,0.00017632284405858208,0.0005590079125489173,0.00031722829839594084
17,Edge-Loc,Edge-Loc,0.00015828098844303023,0.0003359349498986132,0.7295031568634778,0.00699685164744984,0.22137676345098237,1.571006192538882e-05,0.0007977894938540611,0.04081551254396936
18,Edge-Loc,Edge-Loc,9.25281249446575e-05,0.0032046146947557522,0.78066764861636,0.003872885732224519,0.18025352853548346,2.109422175103612e-05,0.0031190729186906137,0.02876862715579001
19,Edge-Loc,Edge-Loc,0.0028037696784048126,0.0021382479132687478,0.7082651575830472,0.018379583855669113,0.15352912972428623,0.0003262662119517313,0.08606611822936373,0.02849172680400873
20,Edge-Loc,Edge-Loc,0.00030910942266197965,0.0002292508059039162,0.9484202393154284,0.002437086454421204,0.035919322474581565,0.00011378279432076791,0.012079204447904677,0.0004920042847773613
21,Edge-Loc,Edge-Loc,0.00011519685583976863,0.0004528424965233873,0.816813547472634,0.006450811465572295,0.13847266280401982,1.6808296271768683e-05,0.0013920943464361007,0.03628603626270296
