sample_idx,true_label,pred_label,prob_Center,prob_Donut,prob_Edge-Loc,prob_Edge-Ring,prob_Loc,prob_Near-full,prob_Random,prob_Scratch
0,Loc,Loc,2.267500066552124e-09,3.181691543072942e-06,0.021116532756902923,7.291727426374739e-10,0.6873080740307485,1.7769947214822242e-45,2.1912263772014495e-07,0.29157198940149515
1,Edge-Loc,Edge-Loc,0.00011125098941096221,1.053008953657258e-08,0.7766535714810233,0.14867622793847526,0.0363330292228749,6.685916090951638e-26,7.214966708710656e-09,0.038225902623159204
2,Edge-Loc,Edge-Loc,0.00011612213700432135,8.175796690579343e-07,0.7529972291421697,0.030597402595947967,0.11428112498621262,5.762576884289836e-34,3.78477548069342e-08,0.10200726571124157
3,Edge-Loc,Edge-Loc,6.320118868421062e-05,4.917371054895672e-08,0.8621817949937935,0.07478601394770702,0.03362139538691887,3.8926863555223685e-28,6.226717216842305e-07,0.02934692263746408
4,Edge-Loc,Edge-Loc,4.937550787615359e-10,1.4590462043619743e-06,0.8600262504150789,0.03286546193462253,0.0490587853407124,2.776192257194029e-35,2.384282772585256e-08,0.05804801892679919
5,Loc,Loc,0.16248201208834584,0.0060281565527077596,0.14047587162117017,3.9398888574846275e-07,0.41908094060369355,3.7963826877033314e-37,0.2642182652034591,0.007714359941737786
6,Edge-Loc,Edge-Loc,3.936913369692778e-08,4.3292522482711516e-09,0.9485578522584055,0.0008053014461121585,0.04064566721118146,5.739267269285441e-32,4.208985720487133e-08,0.009991093296057945
7,Edge-Loc,Edge-Loc,1.0732014912846223e-05,2.5880057454892227e-08,0.9689068790962417,0.0026272905625580865,0.022975212062497363,1.0657432159100738e-31,6.74657931678433e-07,0.005479185725800763
8,Edge-Loc,Edge-Loc,4.140418423596754e-07,7.505620695761647e-09,0.807034587026915,0.145008922361188,0.0254655699051856,1.5584852034344011e-30,1.290000379415486e-08,0.022490486259244553
9,Center,Center,0.9935973749229255,6.420218139266732e-06,0.0006835740224796774,9.020308434559543e-08,0.0036928106802443673,1.1696680700296896e-38,0.0006350827751596105,0.001384647177967211
10,Loc,Edge-Loc,6.065515911988355e-07,1.4242457534420232e-07,0.5140936996794309,0.060267299987029684,0.15917303502988162,6.9552840208792365e-28,5.933785059667112e-08,0.26646515698964074
11,Edge-Loc,Edge-Loc,0.009582381302087342,2.7135914528796883e-06,0.669613316069479,0.14701163703304806,0.07962902216540683,3.2552604349053964e-32,5.559968107428833e-05,0.09410533015745151
12,Center,Center,0.9992353558620306,1.2776836853515401e-06,0.00013311532002922038,8.112087191784474e-07,0.00021857185890245538,1.2613849179584836e-31,0.0002019039541488257,0.0002089641124843005
13,Loc,Scratch,6.470559717547381e-06,0.019200635286521647,0.005064460631451056,5.5601513627532496e-06,0.2547662247551144,2.0870687388399632e-35,4.281791978263606e-05,0.7209138306960499
14,Edge-Ring,Edge-Loc,5.189409680514468e-09,1.2901400898872072e-07,0.6196829233919439,0.37037344318520077,0.004542585639962093,4.6106202006431264e-30,3.82253484008598e-07,0.0054005313259905055
15,Scratch,Scratch,9.481449300350554e-07,0.0022994293232987753,0.05621850112381752,0.0002117283971099515,0.2572763910438911,5.073833982902452e-36,2.1623921392727123e-05,0.6839713780455599
16,Edge-Ring,Edge-Ring,2.431268215850542e-06,9.347045037238782e-07,0.4372941121315396,0.5589795238370164,0.0022258010889580474,3.7691127316488664e-18,3.7397342067085216e-05,0.0014597996276993323
17,Edge-Loc,Edge-Loc,5.4542314562112354e-05,4.307444127299655e-05,0.47347361764490464,0.0023560226228396806,0.25669922718317784,4.609684933293758e-27,3.33907788936088e-05,0.26734012501434906
18,Edge-Loc,Loc,2.035204988192191e-06,0.0007226258304857981,0.15450904528613754,0.0002749655023609716,0.5061846024803346,2.86418516964404e-22,0.0002825850480089579,0.33802414064768393
19,Edge-Loc,Loc,0.00046233458649286324,0.00595595294738525,0.30735093812574715,0.0003903810960731073,0.5220609144564337,8.006683667515678e-20,0.02463059672842648,0.13914888205944156
20,Edge-Loc,Edge-Loc,7.343804708174029e-05,0.0001649683747976477,0.9451483654961484,0.003971067575845202,0.028506499070865107,9.907333702995088e-15,0.021308209566363354,0.0008274518688885394
21,Edge-Loc,Edge-Loc,1.3304710423744076e-06,3.11430165815267e-05,0.44300012107495734,0.0014240167560890247,0.3121740699288641,1.1132741181144036e-25,1.7742339663635004e-06,0.2433675445184993
22,Edge-Loc,Edge-Loc,2.160007412443259e-05,7.954331557269318e-06,0.8429556786238264,0.008601236994965032,0.09224569965275017,9.545941863031104e-24,0.00011167629903451058,0.05605615402374211
23,Edge-Loc,Edge-Loc,0.0001238764046321123,0.0006030209770665996,0.7895150381204243,0.013943533744533658,0.10474699596175253,2.2802268409809433e-17,0.06848848713517564,0.022579047656415156
24,Scratch,Loc,2.5246007422387903e-06,0.00032876363980720747,0.09921157553106345,5.485886662681598e-05,0.5483655794196768,2.6260297893013725e-24,1.8339678340595295e-05,0.3520183582637429
25,Random,Random,6.415913428791594e-05,8.579436279779646e-05,0.2059532705680867,0.09359844165109313,0.001436268446410193,4.837569685499493e-10,0.6987595285946144,0.00010253675895295483
26,Center,Center,0.8658795427080512,0.0006871734361943552,0.023690827446014775,3.228356743545707e-05,0.05823098999062217,3.0748164151547457e-20,0.03568054897574191,0.015798633875939983
27,Loc,Loc,0.04575226942176072,0.0025290511097341138,0.0020311486101267985,6.286123335926148e-09,0.6688296001963774,8.898063211395142e-30,0.0011102089062500222,0.27974771546962757
