n_components,C,solver,max_iter,class_weight,balanced_acc,train_balanced_acc,accuracy,precision_macro,recall_macro,f1_macro,brier_score,rmse_proba,E_train,E_test,E_train-E_test,precision_Scratch,recall_Scratch,f1_Scratch,precision_Loc,recall_Loc,f1_Loc,precision_Near-full,recall_Near-full,f1_Near-full,precision_Edge-Ring,recall_Edge-Ring,f1_Edge-Ring,precision_Center,recall_Center,f1_Center,precision_Donut,recall_Donut,f1_Donut,precision_Edge-Loc,recall_Edge-Loc,f1_Edge-Loc,precision_Random,recall_Random,f1_Random
9,50.0,saga,1000,,0.7113,0.7127,0.8126,0.7595,0.7113,0.7215,0.0324,0.1801,0.2873,0.2887,-0.0014,0.4323,0.1164,0.1817,0.615,0.6457,0.6295,0.959,0.9186,0.9379,0.9495,0.9329,0.9411,0.9162,0.953,0.9342,0.692,0.5235,0.5949,0.7257,0.8176,0.7688,0.7866,0.783,0.784
9,10.0,saga,1000,,0.7113,0.7125,0.813,0.7604,0.7113,0.7215,0.0324,0.1802,0.2875,0.2887,-0.0012,0.439,0.1164,0.1824,0.6157,0.6472,0.6306,0.959,0.9186,0.9379,0.9496,0.9329,0.9412,0.9165,0.9535,0.9346,0.6906,0.5196,0.5919,0.7259,0.818,0.7691,0.7868,0.7842,0.7848
8,50.0,lbfgs,1000,,0.7096,0.7131,0.8082,0.7535,0.7096,0.7174,0.033,0.1816,0.2869,0.2904,-0.0034,0.4258,0.1093,0.173,0.6073,0.6397,0.6228,0.9752,0.9662,0.9694,0.949,0.9311,0.9399,0.907,0.9438,0.925,0.6589,0.4922,0.563,0.7237,0.8166,0.7673,0.7808,0.7782,0.7784
9,10.0,saga,500,,0.7092,0.7089,0.8124,0.7585,0.7092,0.72,0.0325,0.1803,0.2911,0.2908,0.0002,0.4323,0.1164,0.182,0.6144,0.6439,0.6283,0.9645,0.9048,0.9331,0.9498,0.933,0.9414,0.9163,0.9535,0.9345,0.6797,0.5196,0.5877,0.7257,0.818,0.769,0.7856,0.7842,0.7838
8,10.0,lbfgs,500,,0.709,0.712,0.808,0.7529,0.709,0.7162,0.033,0.1816,0.288,0.291,-0.003,0.427,0.1063,0.1688,0.607,0.64,0.6227,0.9689,0.9662,0.9662,0.9485,0.9311,0.9397,0.9069,0.9436,0.9249,0.6579,0.4902,0.5612,0.723,0.8162,0.7667,0.7836,0.7782,0.7798
9,5.0,saga,500,,0.7088,0.7095,0.8124,0.76,0.7088,0.7203,0.0325,0.1803,0.2905,0.2912,-0.0007,0.4363,0.1174,0.1836,0.6146,0.6439,0.6284,0.9714,0.9048,0.9364,0.9496,0.9327,0.9411,0.9163,0.954,0.9347,0.6828,0.5176,0.5875,0.7251,0.818,0.7686,0.784,0.7818,0.7818
8,5.0,lbfgs,500,,0.7087,0.7112,0.8078,0.7533,0.7087,0.7167,0.033,0.1816,0.2888,0.2913,-0.0024,0.4201,0.1053,0.1672,0.6072,0.6388,0.6223,0.9752,0.9595,0.9661,0.9487,0.9306,0.9395,0.9063,0.9438,0.9247,0.6626,0.4961,0.5666,0.7224,0.8164,0.7664,0.784,0.7794,0.7805
7,10.0,lbfgs,1000,,0.7077,0.7093,0.8038,0.7463,0.7077,0.7143,0.0335,0.1831,0.2907,0.2923,-0.0016,0.3963,0.1103,0.1709,0.6059,0.6313,0.6182,0.9559,0.9662,0.9597,0.9491,0.9305,0.9397,0.9064,0.9453,0.9254,0.6664,0.5,0.57,0.7095,0.8021,0.7529,0.7813,0.7758,0.7773
7,10.0,lbfgs,500,,0.7077,0.7093,0.8038,0.7463,0.7077,0.7143,0.0335,0.1831,0.2907,0.2923,-0.0016,0.3963,0.1103,0.1709,0.6059,0.6313,0.6182,0.9559,0.9662,0.9597,0.9491,0.9305,0.9397,0.9064,0.9453,0.9254,0.6664,0.5,0.57,0.7095,0.8021,0.7529,0.7813,0.7758,0.7773
7,5.0,lbfgs,1000,,0.7074,0.7092,0.8035,0.7472,0.7074,0.7144,0.0335,0.1831,0.2908,0.2926,-0.0018,0.3961,0.1093,0.1695,0.6054,0.6309,0.6178,0.9618,0.9662,0.9629,0.9486,0.9301,0.9393,0.906,0.9453,0.9252,0.6681,0.5,0.5706,0.7091,0.8017,0.7525,0.7821,0.7758,0.7778
8,10.0,saga,1000,,0.704,0.7042,0.8078,0.7516,0.704,0.7135,0.0331,0.1819,0.2958,0.296,-0.0002,0.4247,0.1083,0.1715,0.608,0.6394,0.623,0.9655,0.9253,0.9444,0.9487,0.9308,0.9396,0.9068,0.9443,0.9251,0.6599,0.4902,0.5619,0.7228,0.8166,0.7668,0.7765,0.777,0.7756
8,5.0,saga,1000,,0.704,0.704,0.8078,0.7523,0.704,0.7137,0.0331,0.1819,0.296,0.296,0.0001,0.4243,0.1073,0.1701,0.6078,0.6394,0.6229,0.9721,0.9253,0.9476,0.9488,0.9308,0.9397,0.9068,0.9443,0.9251,0.6583,0.4902,0.5613,0.7229,0.817,0.767,0.7768,0.7782,0.7763
7,1.0,lbfgs,500,,0.7021,0.7047,0.8035,0.7511,0.7021,0.7124,0.0336,0.1832,0.2953,0.2979,-0.0026,0.4008,0.1083,0.1691,0.6054,0.6325,0.6185,0.9869,0.9529,0.9685,0.9479,0.9308,0.9392,0.9055,0.9463,0.9254,0.679,0.4667,0.5516,0.709,0.8027,0.7528,0.7747,0.777,0.7742
7,50.0,saga,1000,,0.7018,0.7018,0.8033,0.7474,0.7018,0.7121,0.0336,0.1833,0.2982,0.2982,0.0,0.3946,0.1113,0.1721,0.6054,0.6307,0.6176,0.9716,0.9184,0.9437,0.9482,0.9303,0.9391,0.9062,0.9448,0.925,0.6681,0.5,0.5706,0.7094,0.8017,0.7527,0.7762,0.777,0.7755
7,10.0,saga,1000,,0.7014,0.7015,0.8032,0.747,0.7014,0.7116,0.0336,0.1833,0.2985,0.2986,-0.0001,0.3925,0.1103,0.1707,0.605,0.6303,0.6173,0.9716,0.9184,0.9437,0.9482,0.9303,0.9391,0.9062,0.945,0.9252,0.6673,0.498,0.569,0.7093,0.8017,0.7526,0.7762,0.777,0.7755
8,5.0,saga,500,,0.6985,0.6999,0.8074,0.7512,0.6985,0.7102,0.0331,0.182,0.3001,0.3015,-0.0015,0.4269,0.1083,0.1717,0.607,0.6391,0.6223,0.9702,0.891,0.9282,0.9484,0.9309,0.9396,0.9068,0.9448,0.9254,0.656,0.4843,0.5562,0.7234,0.8172,0.7673,0.7711,0.7722,0.7704
5,0.01,saga,500,balanced,0.6965,0.6996,0.6836,0.606,0.6965,0.6139,0.0513,0.2264,0.3004,0.3035,-0.0031,0.1739,0.4889,0.2565,0.6657,0.3047,0.418,0.7281,1.0,0.8419,0.9145,0.9051,0.9098,0.8978,0.9241,0.9107,0.2311,0.6647,0.3429,0.6136,0.4486,0.5181,0.6232,0.8357,0.7136
5,0.01,saga,1000,balanced,0.6965,0.6996,0.6836,0.606,0.6965,0.6139,0.0513,0.2264,0.3004,0.3035,-0.0031,0.1739,0.4889,0.2565,0.6657,0.3047,0.418,0.7281,1.0,0.8419,0.9145,0.9051,0.9098,0.8978,0.9241,0.9107,0.2311,0.6647,0.3429,0.6136,0.4486,0.5181,0.6232,0.8357,0.7136
7,50.0,saga,500,,0.6946,0.6976,0.8031,0.7475,0.6946,0.7077,0.0336,0.1834,0.3024,0.3054,-0.003,0.39,0.1103,0.1706,0.6049,0.6315,0.6177,0.9699,0.8706,0.9162,0.9488,0.9306,0.9396,0.9064,0.9453,0.9254,0.6868,0.4902,0.5702,0.7097,0.8027,0.7533,0.7638,0.7758,0.7683
8,1.0,saga,500,,0.6941,0.6979,0.8067,0.7507,0.6941,0.7066,0.0332,0.1821,0.3021,0.3059,-0.0038,0.4236,0.1012,0.1622,0.6067,0.6388,0.622,0.9699,0.8708,0.9168,0.9484,0.9303,0.9392,0.9062,0.9448,0.9251,0.6634,0.4765,0.5533,0.7212,0.818,0.7664,0.7661,0.7722,0.768
9,0.1,saga,1000,,0.6826,0.6835,0.8084,0.7624,0.6826,0.6991,0.0332,0.1822,0.3165,0.3174,-0.0009,0.4327,0.0709,0.1208,0.6113,0.6442,0.6269,0.9935,0.8439,0.91,0.9461,0.9317,0.9388,0.9104,0.9547,0.932,0.7247,0.4235,0.5332,0.7144,0.8246,0.7654,0.7659,0.7674,0.766
9,0.1,lbfgs,1000,,0.6822,0.6836,0.8082,0.7618,0.6822,0.6987,0.0332,0.1822,0.3164,0.3178,-0.0013,0.4306,0.0709,0.1207,0.611,0.6433,0.6263,0.9935,0.8439,0.91,0.9459,0.9318,0.9388,0.9104,0.9547,0.932,0.724,0.4216,0.5315,0.7144,0.8244,0.7653,0.764,0.7674,0.7651
9,0.1,saga,500,,0.6818,0.6819,0.8084,0.7624,0.6818,0.6986,0.0333,0.1823,0.3181,0.3182,-0.0001,0.4327,0.0709,0.1208,0.6115,0.6442,0.627,0.9935,0.837,0.9058,0.9459,0.9317,0.9387,0.9104,0.9547,0.932,0.7247,0.4235,0.5332,0.7145,0.8248,0.7656,0.7659,0.7674,0.766
8,0.1,saga,500,,0.6756,0.6776,0.804,0.7558,0.6756,0.6922,0.0337,0.1836,0.3224,0.3244,-0.002,0.4296,0.0699,0.1195,0.6039,0.6345,0.6185,0.9935,0.837,0.9058,0.945,0.9298,0.9373,0.9022,0.9467,0.9239,0.7007,0.402,0.5093,0.7118,0.8248,0.7641,0.7597,0.7602,0.7592
4,1.0,lbfgs,1000,balanced,0.6658,0.669,0.6594,0.5675,0.6658,0.5785,0.0526,0.2294,0.331,0.3342,-0.0033,0.1594,0.4767,0.2388,0.5591,0.2649,0.3593,0.6313,0.9318,0.7516,0.923,0.8939,0.9081,0.9037,0.9103,0.907,0.2134,0.6431,0.3202,0.5842,0.4104,0.4821,0.5656,0.795,0.6607
4,50.0,saga,500,balanced,0.6658,0.6693,0.6593,0.5672,0.6658,0.5784,0.0526,0.2294,0.3307,0.3342,-0.0035,0.1593,0.4767,0.2387,0.555,0.2643,0.358,0.6309,0.9318,0.7515,0.9234,0.8937,0.9082,0.9048,0.9103,0.9075,0.2129,0.6431,0.3197,0.5852,0.4104,0.4824,0.5657,0.7962,0.6611
4,1.0,lbfgs,500,balanced,0.6658,0.669,0.6594,0.5675,0.6658,0.5785,0.0526,0.2294,0.331,0.3342,-0.0033,0.1594,0.4767,0.2388,0.5591,0.2649,0.3593,0.6313,0.9318,0.7516,0.923,0.8939,0.9081,0.9037,0.9103,0.907,0.2134,0.6431,0.3202,0.5842,0.4104,0.4821,0.5656,0.795,0.6607
4,5.0,saga,500,balanced,0.6657,0.6693,0.6592,0.5672,0.6657,0.5783,0.0526,0.2294,0.3307,0.3343,-0.0035,0.1592,0.4767,0.2386,0.5558,0.264,0.3579,0.6309,0.9318,0.7515,0.9234,0.8937,0.9082,0.9046,0.9103,0.9074,0.2126,0.6431,0.3194,0.5851,0.4102,0.4822,0.5657,0.7962,0.6611
4,10.0,saga,1000,balanced,0.6657,0.6694,0.6592,0.5671,0.6657,0.5783,0.0526,0.2294,0.3306,0.3343,-0.0038,0.1594,0.4767,0.2388,0.5559,0.2649,0.3587,0.6309,0.9318,0.7515,0.9234,0.8937,0.9082,0.9046,0.9101,0.9073,0.2127,0.6431,0.3195,0.5849,0.4102,0.4821,0.5652,0.795,0.6603
4,1.0,saga,500,balanced,0.6657,0.669,0.6594,0.5675,0.6657,0.5787,0.0526,0.2294,0.331,0.3343,-0.0033,0.1593,0.4767,0.2388,0.5574,0.2646,0.3587,0.6332,0.9318,0.7532,0.9232,0.8937,0.9082,0.904,0.9108,0.9073,0.2132,0.6412,0.3198,0.5843,0.4106,0.4822,0.5657,0.7962,0.6611
4,10.0,lbfgs,500,balanced,0.6656,0.669,0.6592,0.5675,0.6656,0.5785,0.0526,0.2294,0.331,0.3344,-0.0035,0.1591,0.4757,0.2384,0.5563,0.2649,0.3588,0.6341,0.9318,0.7536,0.9232,0.8937,0.9082,0.9044,0.9103,0.9073,0.2126,0.6431,0.3194,0.5848,0.4102,0.4821,0.5656,0.795,0.6606
4,5.0,saga,1000,balanced,0.6656,0.6694,0.6592,0.5671,0.6656,0.5782,0.0526,0.2294,0.3306,0.3344,-0.0037,0.1593,0.4767,0.2387,0.5564,0.2646,0.3585,0.6309,0.9318,0.7515,0.9234,0.8937,0.9082,0.9046,0.9103,0.9074,0.2125,0.6431,0.3192,0.5848,0.41,0.482,0.5652,0.795,0.6603
4,50.0,lbfgs,500,balanced,0.6655,0.6691,0.6593,0.5675,0.6655,0.5785,0.0526,0.2294,0.3309,0.3345,-0.0036,0.1595,0.4767,0.239,0.5568,0.2655,0.3594,0.6341,0.9318,0.7536,0.9233,0.8939,0.9083,0.9043,0.9099,0.907,0.2123,0.6412,0.3187,0.5847,0.4102,0.4821,0.5646,0.795,0.66
4,50.0,saga,1000,balanced,0.6655,0.6693,0.6593,0.567,0.6655,0.5782,0.0526,0.2294,0.3307,0.3345,-0.0038,0.1594,0.4767,0.2389,0.5555,0.2649,0.3586,0.6309,0.9318,0.7515,0.9234,0.8937,0.9082,0.9048,0.9101,0.9074,0.2122,0.6412,0.3187,0.5853,0.4106,0.4826,0.5647,0.795,0.66
4,50.0,lbfgs,1000,balanced,0.6655,0.6691,0.6593,0.5675,0.6655,0.5785,0.0526,0.2294,0.3309,0.3345,-0.0036,0.1595,0.4767,0.239,0.5568,0.2655,0.3594,0.6341,0.9318,0.7536,0.9233,0.8939,0.9083,0.9043,0.9099,0.907,0.2123,0.6412,0.3187,0.5847,0.4102,0.4821,0.5646,0.795,0.66
4,0.1,saga,1000,balanced,0.6645,0.6675,0.658,0.5694,0.6645,0.5786,0.0527,0.2295,0.3325,0.3355,-0.003,0.1552,0.4696,0.2332,0.5735,0.2646,0.3619,0.6488,0.9453,0.7682,0.9205,0.8957,0.9079,0.9009,0.9128,0.9068,0.2083,0.6294,0.3129,0.5797,0.4024,0.4749,0.5679,0.7962,0.6626
4,0.1,saga,500,balanced,0.6645,0.6675,0.658,0.5694,0.6645,0.5786,0.0527,0.2295,0.3325,0.3355,-0.003,0.1552,0.4696,0.2332,0.5735,0.2646,0.3619,0.6488,0.9453,0.7682,0.9205,0.8957,0.9079,0.9009,0.9128,0.9068,0.2083,0.6294,0.3129,0.5797,0.4024,0.4749,0.5679,0.7962,0.6626
7,0.1,saga,1000,,0.664,0.6655,0.7994,0.7563,0.664,0.682,0.0343,0.1853,0.3345,0.336,-0.0016,0.4158,0.077,0.1286,0.5997,0.6394,0.6187,0.9935,0.837,0.9058,0.9444,0.93,0.9372,0.9035,0.9492,0.9257,0.7436,0.3118,0.4358,0.6987,0.8075,0.7491,0.7517,0.7602,0.7552
4,0.01,saga,1000,balanced,0.661,0.6623,0.6542,0.5677,0.661,0.5746,0.0537,0.2317,0.3377,0.339,-0.0014,0.1516,0.4696,0.2292,0.5953,0.2562,0.3581,0.6624,0.9795,0.788,0.912,0.9018,0.9068,0.8866,0.9219,0.9039,0.1998,0.5882,0.2982,0.574,0.3801,0.4572,0.5602,0.7902,0.6553
4,0.01,lbfgs,1000,balanced,0.661,0.6621,0.6542,0.5679,0.661,0.5746,0.0537,0.2317,0.3379,0.339,-0.0011,0.1516,0.4696,0.2292,0.597,0.2562,0.3584,0.6624,0.9795,0.788,0.9119,0.9015,0.9066,0.8865,0.9222,0.9039,0.1997,0.5882,0.2982,0.5736,0.3803,0.4573,0.5602,0.7902,0.6553
6,50.0,lbfgs,500,,0.6594,0.6619,0.761,0.74,0.6594,0.6655,0.04,0.2,0.3381,0.3406,-0.0025,0.4891,0.0213,0.0406,0.5439,0.4527,0.4939,0.968,0.9595,0.9628,0.9277,0.9245,0.9261,0.8985,0.9441,0.9207,0.7206,0.4235,0.5321,0.5894,0.77,0.6677,0.7831,0.7794,0.7802
6,50.0,lbfgs,1000,,0.6594,0.6619,0.761,0.74,0.6594,0.6655,0.04,0.2,0.3381,0.3406,-0.0025,0.4891,0.0213,0.0406,0.5439,0.4527,0.4939,0.968,0.9595,0.9628,0.9277,0.9245,0.9261,0.8985,0.9441,0.9207,0.7206,0.4235,0.5321,0.5894,0.77,0.6677,0.7831,0.7794,0.7802
6,5.0,lbfgs,1000,,0.6592,0.6606,0.7609,0.7366,0.6592,0.6655,0.04,0.2,0.3394,0.3408,-0.0014,0.4539,0.0192,0.0368,0.5449,0.4527,0.4944,0.9737,0.9595,0.9658,0.928,0.9245,0.9262,0.898,0.9443,0.9206,0.7193,0.4216,0.5301,0.5887,0.77,0.6672,0.7865,0.7818,0.7831
6,50.0,saga,1000,,0.6531,0.6548,0.7608,0.7379,0.6531,0.6627,0.0401,0.2002,0.3452,0.3469,-0.0017,0.4567,0.0202,0.0387,0.545,0.453,0.4946,0.9875,0.9055,0.9425,0.928,0.9245,0.9262,0.8985,0.9446,0.9209,0.7193,0.4216,0.5301,0.5888,0.7698,0.6672,0.7795,0.7854,0.7815
3,0.01,lbfgs,1000,balanced,0.6506,0.6506,0.6515,0.56,0.6506,0.5666,0.0541,0.2327,0.3494,0.3494,-0.0,0.1497,0.4625,0.2262,0.6033,0.2607,0.3639,0.6309,0.9795,0.7661,0.9091,0.9006,0.9047,0.8852,0.9205,0.9024,0.1826,0.5235,0.2707,0.5679,0.3781,0.4539,0.5512,0.7794,0.6453
3,0.01,saga,500,balanced,0.6505,0.651,0.6514,0.5598,0.6505,0.5665,0.0541,0.2327,0.349,0.3495,-0.0005,0.1497,0.4625,0.2262,0.6021,0.2604,0.3634,0.6309,0.9795,0.7661,0.9092,0.9006,0.9048,0.8852,0.9205,0.9024,0.1826,0.5235,0.2707,0.5678,0.3779,0.4537,0.5508,0.7794,0.645
3,0.01,saga,1000,balanced,0.6505,0.651,0.6514,0.5598,0.6505,0.5665,0.0541,0.2327,0.349,0.3495,-0.0005,0.1497,0.4625,0.2262,0.6021,0.2604,0.3634,0.6309,0.9795,0.7661,0.9092,0.9006,0.9048,0.8852,0.9205,0.9024,0.1826,0.5235,0.2707,0.5678,0.3779,0.4537,0.5508,0.7794,0.645
3,0.1,lbfgs,1000,balanced,0.6468,0.6509,0.6518,0.5608,0.6468,0.5668,0.0534,0.231,0.3491,0.3532,-0.0041,0.149,0.4554,0.2245,0.5933,0.2697,0.3707,0.6201,0.9253,0.7415,0.9177,0.8943,0.9058,0.8992,0.9103,0.9047,0.1805,0.5451,0.2711,0.5645,0.3901,0.4613,0.5621,0.7842,0.6546
3,0.1,lbfgs,500,balanced,0.6468,0.6509,0.6518,0.5608,0.6468,0.5668,0.0534,0.231,0.3491,0.3532,-0.0041,0.149,0.4554,0.2245,0.5933,0.2697,0.3707,0.6201,0.9253,0.7415,0.9177,0.8943,0.9058,0.8992,0.9103,0.9047,0.1805,0.5451,0.2711,0.5645,0.3901,0.4613,0.5621,0.7842,0.6546
3,5.0,saga,500,balanced,0.6458,0.6502,0.6516,0.5588,0.6458,0.5653,0.0534,0.231,0.3498,0.3542,-0.0045,0.1496,0.4544,0.225,0.5905,0.2715,0.3719,0.6042,0.9184,0.7282,0.9192,0.8934,0.9061,0.9011,0.9079,0.9045,0.18,0.549,0.2711,0.5629,0.3919,0.4621,0.5627,0.7794,0.6533
3,10.0,lbfgs,1000,balanced,0.6458,0.6499,0.6515,0.5586,0.6458,0.565,0.0534,0.231,0.3501,0.3542,-0.0041,0.1495,0.4554,0.2251,0.5909,0.2715,0.372,0.6014,0.9184,0.7262,0.9194,0.8934,0.9061,0.9013,0.9079,0.9046,0.1798,0.549,0.2708,0.5632,0.3913,0.4617,0.5632,0.7794,0.6536
3,50.0,saga,500,balanced,0.6458,0.6502,0.6516,0.5588,0.6458,0.5653,0.0534,0.231,0.3498,0.3542,-0.0044,0.1495,0.4544,0.225,0.5907,0.2718,0.3722,0.6042,0.9184,0.7282,0.9191,0.8934,0.906,0.9011,0.9079,0.9045,0.18,0.549,0.2711,0.5631,0.3917,0.462,0.5627,0.7794,0.6533
3,5.0,saga,1000,balanced,0.6458,0.6502,0.6516,0.5588,0.6458,0.5653,0.0534,0.231,0.3498,0.3542,-0.0045,0.1496,0.4544,0.225,0.5905,0.2715,0.3719,0.6042,0.9184,0.7282,0.9192,0.8934,0.9061,0.9011,0.9079,0.9045,0.18,0.549,0.2711,0.5629,0.3919,0.4621,0.5627,0.7794,0.6533
3,1.0,saga,1000,balanced,0.6458,0.6502,0.6516,0.5588,0.6458,0.5652,0.0534,0.231,0.3498,0.3542,-0.0045,0.1495,0.4544,0.2249,0.5913,0.2715,0.372,0.6042,0.9184,0.7282,0.9191,0.8936,0.9061,0.9013,0.9082,0.9047,0.1802,0.549,0.2712,0.563,0.3917,0.4619,0.5622,0.7794,0.653
6,10.0,saga,500,,0.6442,0.6454,0.7599,0.7368,0.6442,0.6564,0.0402,0.2004,0.3546,0.3558,-0.0012,0.44,0.0202,0.0386,0.5432,0.453,0.4939,0.9875,0.8713,0.9231,0.9279,0.9245,0.9262,0.8986,0.9453,0.9213,0.7351,0.3843,0.5032,0.5876,0.7704,0.6667,0.7743,0.7842,0.7783
6,1.0,saga,1000,,0.6441,0.647,0.7596,0.7395,0.6441,0.656,0.0402,0.2004,0.353,0.3559,-0.0029,0.448,0.0182,0.0349,0.5425,0.4539,0.4941,0.9935,0.8846,0.9336,0.9273,0.9242,0.9257,0.8977,0.945,0.9207,0.7462,0.3725,0.4951,0.5871,0.77,0.6662,0.7735,0.7842,0.7779
6,1.0,saga,500,,0.6384,0.64,0.7592,0.7391,0.6384,0.652,0.0402,0.2006,0.36,0.3616,-0.0016,0.448,0.0182,0.0349,0.5423,0.4539,0.494,0.9871,0.8439,0.9073,0.9272,0.9242,0.9257,0.8977,0.9453,0.9209,0.755,0.3667,0.4914,0.5866,0.7698,0.6658,0.7689,0.7854,0.7763
6,0.1,lbfgs,500,,0.6136,0.6144,0.7549,0.7044,0.6136,0.6228,0.0409,0.2021,0.3856,0.3864,-0.0008,0.2,0.001,0.002,0.5388,0.4506,0.4906,0.992,0.8375,0.9069,0.9238,0.9245,0.9241,0.8926,0.9496,0.9202,0.7472,0.1941,0.3068,0.5813,0.7718,0.6631,0.7592,0.7794,0.7683
6,0.1,saga,500,,0.6099,0.6096,0.7546,0.7035,0.6099,0.6205,0.0409,0.2023,0.3904,0.3901,0.0003,0.2,0.001,0.002,0.5386,0.4506,0.4905,1.0,0.8099,0.8927,0.9237,0.9246,0.9241,0.8924,0.9496,0.9201,0.7371,0.1941,0.3059,0.5813,0.7714,0.6629,0.7552,0.7782,0.7658
5,50.0,lbfgs,500,,0.6099,0.6122,0.7496,0.6198,0.6099,0.601,0.0419,0.2047,0.3878,0.3901,-0.0024,0.0333,0.001,0.002,0.5315,0.4554,0.4904,0.9678,0.9598,0.9627,0.9192,0.9236,0.9213,0.8977,0.9475,0.9219,0.2618,0.0451,0.0769,0.5756,0.7587,0.6545,0.7719,0.7878,0.7787
5,50.0,lbfgs,1000,,0.6099,0.6122,0.7496,0.6198,0.6099,0.601,0.0419,0.2047,0.3878,0.3901,-0.0024,0.0333,0.001,0.002,0.5315,0.4554,0.4904,0.9678,0.9598,0.9627,0.9192,0.9236,0.9213,0.8977,0.9475,0.9219,0.2618,0.0451,0.0769,0.5756,0.7587,0.6545,0.7719,0.7878,0.7787
5,1.0,lbfgs,1000,,0.6095,0.6103,0.7496,0.6215,0.6095,0.6015,0.0419,0.2047,0.3897,0.3905,-0.0008,0.04,0.001,0.002,0.5322,0.4548,0.4903,0.9869,0.9531,0.9687,0.9186,0.9232,0.9208,0.8975,0.9477,0.9219,0.2495,0.0412,0.0706,0.575,0.7589,0.6543,0.7727,0.7962,0.7832
5,1.0,lbfgs,500,,0.6095,0.6103,0.7496,0.6215,0.6095,0.6015,0.0419,0.2047,0.3897,0.3905,-0.0008,0.04,0.001,0.002,0.5322,0.4548,0.4903,0.9869,0.9531,0.9687,0.9186,0.9232,0.9208,0.8975,0.9477,0.9219,0.2495,0.0412,0.0706,0.575,0.7589,0.6543,0.7727,0.7962,0.7832
5,10.0,saga,1000,,0.6052,0.607,0.7493,0.6202,0.6052,0.5992,0.0419,0.2048,0.393,0.3948,-0.0017,0.0333,0.001,0.002,0.5312,0.4548,0.4899,0.9935,0.9191,0.9536,0.9191,0.9233,0.9212,0.8981,0.9472,0.922,0.2443,0.0412,0.0704,0.5755,0.7589,0.6546,0.7662,0.7962,0.7799
5,10.0,saga,500,,0.6012,0.6018,0.7493,0.6199,0.6012,0.5967,0.042,0.2049,0.3982,0.3988,-0.0006,0.0333,0.001,0.002,0.5314,0.4551,0.4902,0.9935,0.8851,0.9346,0.9194,0.9236,0.9215,0.899,0.9472,0.9224,0.2467,0.0412,0.0705,0.5753,0.7589,0.6545,0.761,0.7974,0.7779
5,50.0,saga,500,,0.6003,0.6019,0.7492,0.6195,0.6003,0.5961,0.042,0.2049,0.3981,0.3997,-0.0016,0.0333,0.001,0.002,0.5312,0.4551,0.4901,0.9935,0.8784,0.9306,0.9194,0.9236,0.9215,0.8987,0.947,0.9222,0.2443,0.0412,0.0704,0.5754,0.7589,0.6546,0.76,0.7974,0.7774
5,0.1,lbfgs,500,,0.5921,0.5924,0.7482,0.6168,0.5921,0.5886,0.0421,0.2052,0.4076,0.4079,-0.0003,0.0667,0.001,0.002,0.5362,0.4473,0.4876,0.9917,0.8375,0.9069,0.9147,0.9233,0.9189,0.892,0.9511,0.9206,0.2035,0.0274,0.0481,0.5742,0.761,0.6545,0.7552,0.7878,0.7704
5,0.1,lbfgs,1000,,0.5921,0.5924,0.7482,0.6168,0.5921,0.5886,0.0421,0.2052,0.4076,0.4079,-0.0003,0.0667,0.001,0.002,0.5362,0.4473,0.4876,0.9917,0.8375,0.9069,0.9147,0.9233,0.9189,0.892,0.9511,0.9206,0.2035,0.0274,0.0481,0.5742,0.761,0.6545,0.7552,0.7878,0.7704
9,0.01,lbfgs,1000,,0.5771,0.5774,0.7888,0.6976,0.5771,0.5888,0.0374,0.1934,0.4226,0.4229,-0.0003,0.0,0.0,0.0,0.5983,0.596,0.5969,1.0,0.4726,0.6376,0.9259,0.9309,0.9284,0.8885,0.9619,0.9237,0.7789,0.0862,0.1535,0.6798,0.8319,0.7481,0.7098,0.7374,0.7225
9,0.01,lbfgs,500,,0.5771,0.5774,0.7888,0.6976,0.5771,0.5888,0.0374,0.1934,0.4226,0.4229,-0.0003,0.0,0.0,0.0,0.5983,0.596,0.5969,1.0,0.4726,0.6376,0.9259,0.9309,0.9284,0.8885,0.9619,0.9237,0.7789,0.0862,0.1535,0.6798,0.8319,0.7481,0.7098,0.7374,0.7225
8,0.01,lbfgs,500,,0.5754,0.5765,0.7872,0.6943,0.5754,0.5868,0.0376,0.194,0.4235,0.4246,-0.0011,0.0,0.0,0.0,0.5949,0.5939,0.5941,1.0,0.4726,0.6376,0.9246,0.9305,0.9275,0.8842,0.9585,0.9198,0.7619,0.0823,0.1469,0.6806,0.8303,0.7479,0.7082,0.735,0.7206
8,0.01,saga,1000,,0.5743,0.5745,0.7871,0.6938,0.5743,0.5858,0.0376,0.1941,0.4255,0.4257,-0.0002,0.0,0.0,0.0,0.595,0.5942,0.5943,1.0,0.466,0.6325,0.9246,0.9305,0.9275,0.8842,0.9585,0.9198,0.7582,0.0804,0.1438,0.6805,0.8303,0.7479,0.7075,0.735,0.7202
8,0.01,saga,500,,0.5743,0.5745,0.7871,0.6938,0.5743,0.5858,0.0376,0.1941,0.4255,0.4257,-0.0002,0.0,0.0,0.0,0.595,0.5942,0.5943,1.0,0.466,0.6325,0.9246,0.9305,0.9275,0.8842,0.9585,0.9198,0.7582,0.0804,0.1438,0.6805,0.8303,0.7479,0.7075,0.735,0.7202
