sample_idx,true_label,pred_label,prob_Center,prob_Donut,prob_Edge-Loc,prob_Edge-Ring,prob_Loc,prob_Near-full,prob_Random,prob_Scratch
0,Loc,Loc,2.4565851399433725e-05,0.0001761974126259206,0.0433947434289745,4.541984299518231e-06,0.8970695021531808,8.565995469551793e-26,3.698541938026852e-06,0.05932675062758189
1,Edge-Loc,Edge-Loc,9.981488449291559e-05,3.3177179081106595e-08,0.5779021448676329,0.3990021511573837,0.008375557816491583,1.848643510280425e-24,5.712490450178552e-06,0.014614585606369763
2,Edge-Loc,Edge-Loc,0.00028902860153726795,1.2091427316555132e-07,0.7987473440178279,0.1364371322577446,0.0276448647149826,2.5251030984535926e-24,1.232886858189526e-05,0.0368691806250527
3,Edge-Loc,Edge-Loc,0.0005513177641324236,7.0580256357230315e-09,0.7944777245681703,0.19844012893735466,0.003139512094314703,1.5433013691906315e-23,2.010620401148703e-05,0.003371203373990631
4,Edge-Loc,Edge-Loc,4.2620254711503196e-07,2.0343737063327033e-07,0.8766104392580649,0.11679594902695263,0.004301667142725306,6.862471744874382e-25,5.36852169757692e-06,0.0022859464106417676
5,Loc,Center,0.9970696865582536,1.9739881100889672e-11,0.0028894206716068636,4.033212077075512e-06,2.5382825497607498e-05,9.012191449670453e-24,5.23915764477819e-06,6.237555180338131e-06
6,Edge-Loc,Edge-Loc,2.898235943372779e-06,8.839686790445963e-09,0.9612711489590821,0.035881039459581834,0.002326054241465132,1.0428340604363473e-22,4.3269313137154934e-05,0.00047558095110362535
7,Edge-Loc,Edge-Loc,0.0005991905859019398,8.578364695309463e-10,0.9739801445351601,0.024045783939178306,0.0008925312607172696,2.298330583638554e-22,4.782553385052472e-05,0.00043452328735523366
8,Edge-Loc,Edge-Loc,6.310208796807413e-07,8.04040260765588e-09,0.7168889412210422,0.2806265724939276,0.0013786411840332195,4.518993994735787e-25,1.7400596140662963e-06,0.0011034659801006166
9,Center,Center,0.9999534816122656,2.331783301797413e-13,4.314381219630624e-05,2.99665839850105e-07,1.7592938232007229e-06,4.283177670675571e-25,7.170564523816485e-08,1.2439099965661622e-06
10,Loc,Edge-Loc,5.151301060693509e-06,1.6677594233191176e-08,0.9317158987818859,0.030310040404369003,0.01774588532052862,1.9665466146013739e-25,2.3233852121007175e-06,0.0202206841293493
11,Edge-Loc,Edge-Loc,0.0012380915236068148,1.0915228786716028e-07,0.830662215498694,0.1341590308230779,0.017993621585786806,1.854035892452318e-23,5.316213135363739e-05,0.015893769285192944
12,Center,Center,0.9998703672912403,1.121194249715358e-13,0.00012173937166085827,6.606965842805413e-07,3.5183383048521955e-06,2.6752679944220116e-26,5.9106581546685013e-08,3.655195515932676e-06
13,Loc,Loc,8.344934250508297e-06,0.001663116872519732,0.05333554798835006,0.0012704263457517136,0.6710729179826127,8.893901117449367e-27,2.5338863503323277e-06,0.27264711199016495
14,Edge-Ring,Edge-Ring,7.283777988744063e-08,3.898361118928453e-09,0.3062442988702186,0.6934959951009532,0.00016732609005762805,1.1676940950601783e-22,5.911469894453897e-06,8.639173273518315e-05
15,Scratch,Loc,2.3931383509507404e-05,3.878552630521684e-05,0.3675485072349203,0.0008216074179448404,0.427667938754579,6.78161213937314e-27,4.952884906799144e-06,0.2038942767978343
16,Edge-Ring,Edge-Loc,0.000668662332765809,7.419404244479742e-09,0.8819610330435363,0.10237765128424521,0.004195986422352233,3.327204219180824e-13,0.007531747159801741,0.003264912337561796
17,Edge-Loc,Edge-Loc,0.0022292904795448948,1.7183186825464075e-06,0.600231612502193,0.0010609237322908973,0.2813802380140664,8.093782185490798e-18,0.00047710218344288905,0.11461911476977933
18,Edge-Loc,Loc,0.0001675520354107444,2.7655283276798915e-05,0.2843013316556969,0.0005932582759353489,0.5858398831338579,1.843730629319117e-16,0.003889869174199911,0.12518045044162218
19,Edge-Loc,Edge-Loc,0.013097639309248416,1.1461577532707609e-05,0.52090825319868,0.0012627654380093776,0.3361977707625696,3.552311380293776e-13,0.07125260120024675,0.057269508513357964
20,Edge-Loc,Random,0.011382866455844947,1.1346459936265311e-08,0.19261282572728114,0.00036465879917896017,0.004227060110160024,1.71160247808181e-08,0.7910630626902452,0.00034949775480506425
21,Edge-Loc,Edge-Loc,0.0012433575249205604,1.4223286680470291e-06,0.4436545653977363,0.001797411331324934,0.40905372082935376,6.550709722800327e-17,0.0017060323130008617,0.1425434902749954
22,Edge-Loc,Edge-Loc,0.0004751918779627704,2.6931624671091424e-07,0.9350882536484049,0.0010385257155701444,0.04917348628300537,7.404927020345247e-16,0.0010364903803471515,0.013187782778462295
23,Edge-Loc,Edge-Loc,0.0026992985241835405,7.455731036579216e-07,0.73932881836361,0.001544186145575089,0.09197486853418466,1.0575665991147551e-11,0.1500641154157085,0.01438796743305882
24,Scratch,Loc,0.0022743742400263937,1.7504961979385392e-05,0.2216380860607231,0.0015731457404995744,0.5872108089692625,1.4594567373027133e-16,0.002351613800154929,0.18493446622735388
25,Random,Random,0.0006508667325129646,2.9470949725558007e-10,0.03506719396763684,0.00021511528222592952,0.0003341655622200987,3.65289279289968e-07,0.9636839911467323,4.8301724683201763e-05
26,Center,Center,0.7291809535382944,9.593927752981746e-08,0.12320421137195743,4.385825765897395e-06,0.10741664773732429,2.4025038338484767e-17,0.0011725993919098206,0.03902110619547066
27,Loc,Loc,0.020723063171384806,0.00013794550933124173,0.01998905517833077,4.0940300505620847e-07,0.8242641090420302,8.566576422922629e-21,3.157522295590902e-05,0.13485384247296192
